origin_id,destination_id,total_cost
23,320,32.40715521
23,321,31.29531708
23,322,60.07979179
23,323,82.72080268
24,1,15.94727594
24,2,21.52970612
24,3,12.51933834
24,4,16.51026783
24,5,37.93262087
24,6,14.13285579
24,7,36.25742039
24,8,17.898373
24,9,16.12722012
24,10,16.7060296
24,11,9.525353579
24,12,36.933168
24,13,12.94102752
24,14,13.34685312
24,15,11.20653307
24,16,10.44619188
24,17,15.6247694
24,18,12.12108846
24,19,23.40556694
24,20,11.46885563
24,21,90.62601612
24,22,68.64562161
24,63,12.99688878
24,64,12.83222658
24,65,8.095812026
24,66,15.1514226
24,67,23.46540161
24,68,18.04060596
24,69,7.045772223
24,70,14.20894427
24,71,5.804251049
24,72,11.66455669
24,73,13.07757591
24,74,5.336710332
24,75,26.63623115
24,76,3.504491129
24,77,9.795058631
24,78,23.53722701
24,79,8.222063439
24,80,7.64581443
24,81,8.048472023
24,82,5.339600912
24,83,10.47331589
24,84,8.498601021
24,85,14.59064452
24,86,13.63563747
24,87,28.92110586
24,88,15.91099331
24,89,6.529506003
24,90,10.58564913
24,91,9.430184882
24,92,17.02430856
24,93,11.59515545
24,94,18.72800981
24,95,24.01814145
24,96,5.260714271
24,97,8.995241116
24,98,18.92755899
24,99,15.12006105
24,100,14.23071554
24,101,38.80711795
24,102,5.187133091
24,103,23.5944533
24,104,16.89423988
24,105,35.85281907
24,106,24.48877828
24,107,35.34422897
24,108,11.42975372
24,109,11.04785928
24,110,9.06644517
24,111,61.60310247
24,112,13.79232584
24,113,16.30553688
24,114,37.89815468
24,115,37.65773119
24,116,15.18516074
24,117,40.81594852
24,118,14.33520366
24,119,4.529069536
24,120,7.415092274
24,121,4.412055101
24,122,39.57880029
24,123,5.554243244
24,124,21.55501476
24,125,12.14796581
24,126,12.65448851
24,127,14.13596886
24,128,23.71457734
24,129,11.94708773
24,130,14.18618739
24,131,25.0778243
24,132,19.00504274
24,133,15.62609355
24,134,12.47089525
24,135,40.96154896
24,136,36.35541893
24,137,12.65280656
24,138,10.37211578
24,139,41.67170089
24,140,5.335750834
24,141,13.71408462
24,142,50.53893698
24,143,12.26627459
24,144,33.64170745
24,145,19.94686948
24,146,43.13445411
24,147,34.86383964
24,148,25.00337699
24,149,37.44404682
24,150,6.450320981
24,151,6.544732777
24,152,17.31531916
24,153,36.68677961
24,154,3.467201765
24,155,5.685678578
24,156,9.805760893
24,157,8.450691053
24,158,13.14611471
24,159,8.522378641
24,160,19.8061131
24,161,22.22722533
24,162,11.4534689
24,163,33.66041124
24,164,36.28452446
24,165,33.36928635
24,166,12.77790597
24,167,20.52675961
24,168,16.65129281
24,169,33.80862629
24,170,39.99128386
24,171,20.56523394
24,172,7.075806314
24,173,5.885118865
24,174,12.76509032
24,175,10.57287773
24,176,16.38510828
24,177,37.52469227
24,178,14.62391309
24,179,42.21053373
24,180,12.46524088
24,181,12.9738011
24,182,24.92624609
24,183,7.879755361
24,184,37.47656391
24,185,18.17478454
24,186,7.116059213
24,187,14.53373157
24,188,8.751808031
24,189,21.36541017
24,190,38.95502057
24,191,9.714911023
24,192,37.72993415
24,193,6.6733877
24,194,4.12479698
24,195,22.15894453
24,196,1.839682911
24,197,21.10525069
24,198,35.51509426
24,199,7.194340683
24,200,8.354204591
24,201,24.26168492
24,202,48.45451248
24,203,33.00308508
24,204,7.164459217
24,205,5.796038883
24,206,9.113520998
24,207,64.67325478
24,208,24.8229875
24,209,41.34539832
24,210,39.98843747
24,211,109.0181512
24,212,64.1030976
24,213,26.49339379
24,214,27.04092468
24,215,15.92083175
24,216,20.55479802
24,217,29.6781814
24,218,35.1814054
24,219,63.38101133
24,220,38.21826174
24,221,88.246953
24,222,25.77892416
24,223,93.43475143
24,224,15.09387991
24,225,21.75312411
24,226,25.48310511
24,227,5.317616689
24,228,22.26341742
24,241,39.86847008
24,242,37.08721592
24,243,41.68101272
24,244,25.51180667
24,245,24.32830981
24,246,17.46230764
24,247,30.70995851
24,248,22.72383243
24,249,21.40823627
24,250,19.02176832
24,251,18.76073875
24,252,23.7873119
24,253,16.48816469
24,254,34.41671472
24,255,38.34603041
24,256,5.671094689
24,257,5.244256782
24,258,3.209953701
24,259,10.86393898
24,260,14.90945807
24,261,7.948875182
24,262,25.14345647
24,263,40.51830972
24,264,13.80002013
24,265,25.85446785
24,266,19.30496689
24,267,24.51940235
24,268,16.66503043
24,269,15.46025646
24,270,12.5414176
24,271,13.31444622
24,272,10.47769813
24,273,10.44434434
24,274,11.70517059
24,275,63.59408788
24,276,52.90126099
24,277,63.15933119
24,278,9.992354491
24,279,11.41312325
24,280,13.68101485
24,281,10.29791006
24,282,14.86383621
24,283,10.67359086
24,284,10.06620368
24,285,12.12046236
24,286,5.751243389
24,287,0.96906479
24,288,6.444606888
24,289,5.235194931
24,290,35.55574041
24,291,21.25200241
24,292,14.99375335
24,293,22.65404098
24,294,34.41059735
24,295,30.89783675
24,296,21.09320332
24,297,25.40438446
24,298,25.0724642
24,299,14.45094068
24,300,12.98478161
24,301,11.8663984
24,302,11.88052204
24,303,17.38646216
24,304,16.7210887
24,305,15.85451064
24,306,12.80304518
24,307,11.52544107
24,308,13.09983836
24,309,13.11069103
24,310,13.423423
24,311,16.20258398
24,312,14.35898604
24,313,16.4930731
24,314,20.49035297
24,315,9.300884677
24,316,9.193356614
24,317,5.942907323
24,318,11.82091612
24,319,10.34348484
24,320,11.79056995
24,321,6.618909665
24,322,71.12841406
24,323,93.76942495
25,1,19.08244359
25,2,17.72880683
25,3,18.09814849
25,4,11.44673222
25,5,34.7700489
25,6,6.807159883
25,7,28.73926191
25,8,11.25536285
25,9,10.94103941
25,10,9.380333699
25,11,2.199657676
25,12,29.42382049
25,13,5.615566266
25,14,16.46202409
25,15,8.176143903
25,16,3.689567608
25,17,8.299073501
25,18,15.23175849
25,19,15.9996088
25,20,4.143394377
25,21,87.82315869
25,22,65.84276417
25,63,7.25307994
25,64,5.506530675
25,65,6.5133157
25,66,18.28659025
25,67,30.24258446
25,68,11.44178713
25,69,1.247609893
25,70,9.778409606
25,71,5.402886589
25,72,4.339095439
25,73,6.434144757
25,74,7.188484437
25,75,30.86099851
25,76,5.464536286
25,77,3.586596395
25,78,20.02867985
25,79,3.625511853
25,80,10.15891037
25,81,4.704573951
25,82,9.044218046
25,83,10.2044028
25,84,9.306522107
25,85,7.647143008
25,86,19.00475864
25,87,22.27809571
25,88,9.154369036
25,89,3.114870635
25,90,3.66532903
25,91,16.20813429
25,92,10.38129841
25,93,14.70582548
25,94,18.23866523
25,95,20.85556949
25,96,6.571410331
25,97,6.778732521
25,98,12.28454883
25,99,9.672165064
25,100,6.905019635
25,101,36.00426051
25,102,3.565744772
25,103,31.05930613
25,104,24.35909271
25,105,43.3176719
25,106,17.08282014
25,107,27.93827083
25,108,8.115950123
25,109,13.35293403
25,110,2.912717235
25,111,66.35349758
25,112,6.466864584
25,113,8.979840976
25,114,35.09529724
25,115,30.14838367
25,116,11.46897348
25,117,37.65337656
25,118,7.009742404
25,119,11.29012688
25,120,4.740802023
25,121,7.249316951
25,122,47.04365313
25,123,7.582081543
25,124,17.75411547
25,125,5.384538667
25,126,6.028885707
25,127,11.83791312
25,128,20.22078282
25,129,4.621626479
25,130,8.49400039
25,131,17.83726592
25,132,12.36203259
25,133,8.300397648
25,134,5.064937107
25,135,37.798977
25,136,28.83726044
25,137,6.027203763
25,138,4.584996711
25,139,38.34123645
25,140,5.691791856
25,141,6.770583107
25,142,58.00378982
25,143,6.354163356
25,144,26.12354896
25,145,13.34805065
25,146,50.59930695
25,147,37.99900728
25,148,17.76281861
25,149,29.93469931
25,150,3.889321902
25,151,13.32268218
25,152,9.989623253
25,153,43.47210767
25,154,5.371875713
25,155,13.15053141
25,156,15.17488207
25,157,6.22486259
25,158,6.821803496
25,159,13.07224897
25,160,12.28795461
25,161,27.39503548
25,162,18.2314183
25,163,27.01740109
25,164,28.77517694
25,165,35.5297873
25,166,6.014478824
25,167,25.89588078
25,168,9.245334668
25,169,35.46979453
25,170,46.78479626
25,171,13.80860967
25,172,3.5969504
25,173,3.574899544
25,174,5.43962907
25,175,3.251211066
25,176,9.628484004
25,177,44.98954511
25,178,14.78041027
25,179,49.00404613
25,180,8.669155042
25,181,6.13251019
25,182,17.68568771
25,183,8.253022819
25,184,44.22982485
25,185,14.95567219
25,186,12.48721094
25,187,7.127773432
25,188,1.426112128
25,189,17.56451088
25,190,31.44567306
25,191,2.318756604
25,192,40.8651018
25,193,12.04250887
25,194,7.733837509
25,195,28.93612738
25,196,8.59887906
25,197,17.3043514
25,198,42.2683552
25,199,4.51359295
25,200,2.625428813
25,201,16.74352643
25,202,45.29716244
25,203,36.13825273
25,204,4.293434538
25,205,8.205552063
25,206,1.595362511
25,207,67.80842243
25,208,17.41702936
25,209,38.54254089
25,210,32.66274156
25,211,106.2152938
25,212,60.98738291
25,213,22.99959927
25,214,19.99569345
25,215,10.85729613
25,216,25.92391919
25,217,33.59776333
25,218,27.8557095
25,219,68.13095246
25,220,35.4154043
25,221,85.44409557
25,222,22.28512963
25,223,100.8996043
25,224,10.03034429
25,225,18.25932958
25,226,30.78391915
25,227,6.143186733
25,228,19.07654905
25,241,32.3503116
25,242,29.5778684
25,243,34.27505458
25,244,18.10584853
25,245,17.68529965
25,246,10.83591433
25,247,23.46940013
25,248,15.20567394
25,249,14.08254036
25,250,11.69607241
25,251,11.52018037
25,252,16.54675352
25,253,9.008640547
25,254,40.99037167
25,255,45.81088324
25,256,3.906474575
25,257,3.592767307
25,258,5.492839729
25,259,3.538243075
25,260,7.583762164
25,261,0.80585738
25,262,21.98088451
25,263,37.35573776
25,264,15.72464551
25,265,29.94576073
25,266,25.49582946
25,267,31.3184865
25,268,19.80019808
25,269,11.05340434
25,270,8.508433073
25,271,10.12570309
25,272,9.178902437
25,273,6.222240121
25,274,6.613939467
25,275,68.34448299
25,276,56.03642864
25,277,66.29449884
25,278,3.23189544
25,279,4.091456591
25,280,6.737513341
25,281,4.230042419
25,282,7.538374951
25,283,9.483860026
25,284,11.6315191
25,285,13.30308383
25,286,6.468544746
25,287,7.868987616
25,288,11.52635056
25,289,12.49068613
25,290,43.02059325
25,291,28.02918526
25,292,22.45860619
25,293,30.11889381
25,294,37.545765
25,295,34.0330044
25,296,22.24401269
25,297,25.78381982
25,298,28.20763185
25,299,8.707131842
25,300,7.240972779
25,301,6.802862779
25,302,6.650807836
25,303,10.64009992
25,304,10.93071459
25,305,10.79097502
25,306,5.397087043
25,307,5.073161964
25,308,5.622122159
25,309,6.532222464
25,310,7.483336553
25,311,9.750304874
25,312,6.953027895
25,313,9.087114965
25,314,13.01498288
25,315,8.582857183
25,316,10.851327
25,317,9.672070899
25,318,12.16700102
25,319,14.73323875
25,320,17.15969113
25,321,6.879213531
25,322,68.32555663
25,323,90.96656751
26,1,13.67251248
26,2,15.71408598
26,3,38.88214203
26,4,38.08367109
26,5,18.03971623
26,6,30.70556069
26,7,37.41457658
26,8,24.06817716
26,9,19.77554602
26,10,34.47804173
26,11,28.84197585
26,12,38.0780251
26,13,31.88767977
26,14,16.82158511
26,15,19.91441418
26,16,30.824353
26,17,33.46723516
26,18,15.68915458
26,19,27.29743642
26,20,30.55249766
26,21,114.6250636
26,22,92.64466907
26,63,34.33754264
26,64,30.05254581
26,65,31.00604958
26,66,13.87437324
26,67,48.67648995
26,68,38.57657252
26,69,27.38750338
26,70,19.6196806
26,71,23.41456706
26,72,30.71011987
26,73,24.56164056
26,74,22.93093431
26,75,23.65668525
26,76,26.35086719
26,77,30.74838836
26,78,47.09440022
26,79,24.06567568
26,80,19.58243133
26,81,23.93264684
26,82,31.76953454
26,83,34.13262463
26,84,20.08023021
26,85,34.44671533
26,86,23.30914129
26,87,25.08623545
26,88,36.28915443
26,89,24.71249774
26,90,30.77189417
26,91,34.37788784
26,92,23.61549387
26,93,16.33184234
26,94,43.06730236
26,95,10.68074051
26,96,23.41348325
26,97,20.88357789
26,98,23.92605028
26,99,21.13868917
26,100,29.60114568
26,101,62.80616541
26,102,25.39672091
26,103,42.82872382
26,104,38.12047154
26,105,55.98922665
26,106,26.56640116
26,107,30.30810071
26,108,19.97186807
26,109,36.84724302
26,110,29.54965611
26,111,44.37082324
26,112,32.8489141
26,113,34.14800263
26,114,61.89720214
26,115,36.84583575
26,116,17.97154003
26,117,19.7549904
26,118,33.41884569
26,119,30.94627258
26,120,23.15880937
26,121,30.63192387
26,122,54.71811597
26,123,22.71696909
26,124,16.04671495
26,125,32.31985103
26,126,24.10651125
26,127,17.07617327
26,128,47.28650319
26,129,31.03072976
26,130,35.57846309
26,131,44.63338304
26,132,24.61030793
26,133,33.4685593
26,134,28.54039063
26,135,20.72544084
26,136,39.15726282
26,137,24.10482931
26,138,31.37969956
26,139,21.43559277
26,140,23.8555421
26,141,33.57015543
26,142,67.77804549
26,143,23.10706347
26,144,34.82852277
26,145,40.48283604
26,146,60.99213563
26,147,12.58872917
26,148,44.55893573
26,149,36.55139636
26,150,23.96053516
26,151,32.90489123
26,152,35.08733128
26,153,36.91580299
26,154,26.30243835
26,155,28.62156758
26,156,21.28947725
26,157,21.83179561
26,158,33.95658889
26,159,20.10211624
26,160,32.36838271
26,161,25.07609237
26,162,37.27143255
26,163,26.43188648
26,164,37.42938155
26,165,8.59124873
26,166,32.88646156
26,167,26.63232263
26,168,26.43937681
26,169,8.531255969
26,170,49.70683958
26,171,40.71175505
26,172,24.36433708
26,173,24.66002957
26,174,31.84873235
26,175,29.87058452
26,176,36.6672094
26,177,57.66109985
26,178,38.28462695
26,179,47.83164659
26,180,19.45937714
26,181,32.93208252
26,182,44.48180483
26,183,20.75528598
26,184,60.43336712
26,185,16.38115112
26,186,20.0560185
26,187,27.20080579
26,188,28.14788425
26,189,16.18348653
26,190,36.50949851
26,191,28.49967567
26,192,16.45681224
26,193,20.30706658
26,194,30.67786682
26,195,47.22234936
26,196,28.26671433
26,197,15.92332705
26,198,58.46876275
26,199,28.24420367
26,200,24.67633616
26,201,27.82121972
26,202,26.19849646
26,203,11.79504894
26,204,28.20166393
26,205,22.24010026
26,206,26.88771244
26,207,43.68013409
26,208,26.74777159
26,209,65.34444578
26,210,54.14180976
26,211,133.0171987
26,212,40.66990618
26,213,50.06531964
26,214,46.78329466
26,215,37.49423501
26,216,27.84446557
26,217,22.92287984
26,218,52.1415241
26,219,44.97443376
26,220,62.2173092
26,221,112.2460005
26,222,49.35085001
26,223,111.2924329
26,224,36.66728317
26,225,45.32504996
26,226,25.36023611
26,227,29.75883053
26,228,14.06162174
26,241,45.16920563
26,242,38.0948775
26,243,35.86109923
26,244,26.36061909
26,245,23.00887208
26,246,23.39840897
26,247,49.66128865
26,248,34.74396346
26,249,38.56877018
26,250,36.79378044
26,251,38.30778158
26,252,43.33435473
26,253,27.99667093
26,254,34.42419926
26,255,53.48534608
26,256,26.92654082
26,257,25.58958466
26,258,24.89806888
26,259,29.13752996
26,260,32.6674596
26,261,27.90233204
26,262,10.55381823
26,263,19.4573516
26,264,14.78264558
26,265,23.78331874
26,266,27.38151478
26,267,38.52914232
26,268,13.98314064
26,269,18.43502747
26,270,19.53555387
26,271,17.63706071
26,272,19.31816072
26,273,21.24526529
26,274,21.30923613
26,275,45.7769052
26,276,31.58406487
26,277,41.84213507
26,278,30.36668084
26,279,30.71083004
26,280,33.53708567
26,281,30.98741337
26,282,33.94747823
26,283,33.96021338
26,284,35.12582809
26,285,36.79739282
26,286,29.75874127
26,287,27.53486776
26,288,32.77343021
26,289,26.87690066
26,290,55.69214799
26,291,46.43038624
26,292,36.21998502
26,293,41.37388214
26,294,12.32095538
26,295,14.5966371
26,296,7.215175252
26,297,2.266399866
26,298,9.057530026
26,299,35.79159455
26,300,34.32543548
26,301,33.43980165
26,302,33.3956864
26,303,37.77488531
26,304,38.06174257
26,305,37.4279139
26,306,28.19671841
26,307,24.27633405
26,308,25.55553503
26,309,23.20563969
26,310,21.96244243
26,311,21.54850073
26,312,27.23654938
26,313,24.99894975
26,314,27.1422173
26,315,19.32246966
26,316,18.39303426
26,317,21.7328314
26,318,15.98692774
26,319,18.89098659
26,320,22.64082608
26,321,22.27848912
26,322,95.12746152
26,323,117.7684724
27,1,23.25466742
27,2,34.49884299
27,3,45.38063842
27,4,52.135594
27,5,49.79969928
27,6,46.7258896
27,7,57.56602757
27,8,41.82713245
27,9,37.31431558
27,10,49.93285652
27,11,43.07886921
27,12,58.22947609
27,13,46.71898159
27,14,26.81616808
27,15,35.30734163
27,16,44.98132573
27,17,48.85159632
27,18,27.93717699
27,19,47.45006819
27,20,45.2468097
27,21,125.7474177
27,22,103.7670232
27,63,48.38946555
27,64,45.51453689
27,65,43.87694978
27,66,23.53466398
27,67,50.1236067
27,68,52.72328322
27,69,41.43942629
27,70,36.42958265
27,71,37.03858443
27,72,45.44251076
27,73,40.5828983
27,74,35.93849042
27,75,11.64409149
27,76,39.29536822
27,77,44.8168362
27,78,59.31798747
27,79,38.29953038
27,80,32.53349908
27,81,37.98456975
27,82,40.92587555
27,83,46.25407635
27,84,33.25576989
27,85,48.86834053
27,86,24.20966818
27,87,47.91898673
27,88,50.44612716
27,89,38.76442065
27,90,45.00878752
27,91,38.87189621
27,92,41.3483841
27,93,28.57986476
27,94,54.11942123
27,95,35.88521987
27,96,36.42103936
27,97,35.18767178
27,98,41.68780761
27,99,37.95695982
27,100,45.62240342
27,101,73.85107661
27,102,39.3108314
27,103,22.95459777
27,104,31.62393155
27,105,36.85799593
27,106,46.69585315
27,107,54.99724678
27,108,35.53021132
27,109,46.32373893
27,110,43.60157902
27,111,31.96308773
27,112,47.57027991
27,113,49.5323638
27,114,72.96824151
27,115,57.9402379
27,116,35.51030959
27,117,51.89555223
27,118,48.11315773
27,119,38.98618686
27,120,37.07291986
27,121,40.19982245
27,122,25.91651261
27,123,35.72452521
27,124,35.43651964
27,125,46.68309966
27,126,40.12776898
27,127,33.55965903
27,128,59.49533781
27,129,45.7250418
27,130,49.630386
27,131,59.05846344
27,132,42.36926322
27,133,48.85292047
27,134,44.54120336
27,135,52.82862738
27,136,59.28671481
27,137,40.12608704
27,138,45.43162247
27,139,53.5387793
27,140,36.91636841
27,141,47.99178063
27,142,38.97644213
27,143,38.94818187
27,144,54.97997376
27,145,54.62954674
27,146,33.78556806
27,147,30.06714658
27,148,58.98401613
27,149,57.72655353
27,150,37.87464564
27,151,40.56583252
27,152,50.54214608
27,153,7.816270166
27,154,39.24693937
27,155,34.26160822
27,156,28.58599297
27,157,35.5301972
27,158,48.10329959
27,159,30.1442631
27,160,50.01993619
27,161,15.26561843
27,162,43.44599941
27,163,52.52959317
27,164,57.58083255
27,165,33.07966747
27,166,47.30808676
27,167,17.33773222
27,168,43.97814636
27,169,34.49600661
27,170,20.90523623
27,171,55.10036779
27,172,38.41625999
27,173,38.57414005
27,174,46.54304439
27,175,44.35646587
27,176,50.92024212
27,177,38.10048372
27,178,50.40467355
27,179,19.22901475
27,180,35.86871098
27,181,47.35370771
27,182,58.90688524
27,183,33.8161123
27,184,59.17456506
27,185,34.4622409
27,186,30.84673128
27,187,43.50610609
27,188,42.3847776
27,189,35.12213852
27,190,58.99365646
27,191,42.73656902
27,192,32.69881389
27,193,31.07621711
27,194,40.02325373
27,195,48.66946611
27,196,37.60695683
27,197,34.86197904
27,198,56.60642577
27,199,42.29612658
27,200,39.02578418
27,201,47.27626647
27,202,58.33905829
27,203,27.93426536
27,204,42.25358684
27,205,34.38792392
27,206,41.37582671
27,207,50.87965618
27,208,46.87722359
27,209,76.41548515
27,210,72.21982353
27,211,144.1395528
27,212,70.51123222
27,213,62.27415426
27,214,61.21441664
27,215,51.54615792
27,216,20.81932748
27,217,13.77867416
27,218,68.39919425
27,219,33.7405426
27,220,73.28834856
27,221,123.3683546
27,222,61.55968462
27,223,85.55947558
27,224,50.71920607
27,225,57.53388457
27,226,11.80072333
27,227,41.21154395
27,228,34.16946363
27,241,65.29865763
27,242,58.24957172
27,243,61.3256374
27,244,46.49007109
27,245,43.81626533
27,246,41.47949875
27,247,64.68812332
27,248,52.49042878
27,249,54.63495433
27,250,52.24859523
27,251,52.73890356
27,252,57.76547671
27,253,44.61011449
27,254,5.324666442
27,255,24.68374273
27,256,40.8406513
27,257,39.50369515
27,258,37.84256991
27,259,43.8448233
27,260,48.09746461
27,261,42.08866359
27,262,37.01053488
27,263,51.59791343
27,264,28.81924079
27,265,11.66612574
27,266,20.29909008
27,267,17.61897393
27,268,22.30264564
27,269,35.97379703
27,270,35.9448877
27,271,34.41295589
27,272,34.71108817
27,273,36.40249266
27,274,37.13220942
27,275,33.95407314
27,276,33.02148659
27,277,40.49970408
27,278,44.52748834
27,279,45.19671139
27,280,47.95871086
27,281,45.03933628
27,282,48.64179027
27,283,46.45472862
27,284,45.68889675
27,285,47.74315543
27,286,41.53238115
27,287,36.88025467
27,288,41.38596088
27,289,32.59395492
27,290,36.8789101
27,291,50.26045758
27,292,29.93313671
27,293,21.48451303
27,294,30.47334839
27,295,24.0157329
27,296,31.15379551
27,297,35.26440072
27,298,27.76639538
27,299,49.84351746
27,300,48.37735839
27,301,47.49172456
27,302,47.44760931
27,303,51.92159601
27,304,52.11366548
27,305,51.47983681
27,306,44.21797614
27,307,39.39235718
27,308,41.57679276
27,309,39.23370903
27,310,37.99051177
27,311,38.90980588
27,312,43.3018682
27,313,42.53771931
27,314,45.22330709
27,315,33.89351923
27,316,31.15730478
27,317,33.01095388
27,318,30.96833202
27,319,28.10366271
27,320,28.61243513
27,321,35.33931544
27,322,106.2498157
27,323,128.8908265
28,1,18.69636034
28,2,11.79681572
28,3,26.97624098
28,4,20.62032634
28,5,29.48923656
28,6,8.185528481
28,7,21.80616151
28,8,2.323177297
28,9,5.422255964
28,10,11.3269911
28,11,9.047860567
28,12,22.46961002
28,13,9.829320149
28,14,16.21798348
28,15,7.904695287
28,16,11.63530879
28,17,10.31618453
28,18,13.64171585
28,19,8.782156859
28,20,10.089824
28,21,95.85151516
28,22,73.87112064
28,63,16.23538286
28,64,8.227673395
28,65,15.52791361
28,66,18.13466049
28,67,38.86676456
28,68,18.09530362
28,69,10.61144761
28,70,6.003000294
28,71,11.10930658
28,72,9.03061606
28,73,3.287721257
28,74,12.16259018
28,75,30.47491526
28,76,14.11950264
28,77,12.56674687
28,78,27.82666592
28,79,7.948059864
28,80,12.00467573
28,81,9.631159239
28,82,17.92231053
28,83,19.20262019
